id,value,feed_id,created_at,lat,lon,ele
0FCS6NADVXM9G0TMB0HGF80TW6,16.643000,2604535,2023-08-28 06:57:31 UTC,0.0,0.0,0.0
0FCS6NWQBB8H6DFTRMPT373B8D,16.628201,2604535,2023-08-28 06:58:31 UTC,0.0,0.0,0.0
0FCS6PF5C9DP39XQTDQ3JT93KK,16.554800,2604535,2023-08-28 06:59:31 UTC,0.0,0.0,0.0
0FCS6Q1ER8GNYKQEK4NH8HY9ER,16.599899,2604535,2023-08-28 07:00:31 UTC,0.0,0.0,0.0
0FCS6QKS1RC2QZ8Q5S3BTQ0EXB,16.594299,2604535,2023-08-28 07:01:31 UTC,0.0,0.0,0.0
0FCS6R62SJ7Z91N9JARNCX4DB3,16.589100,2604535,2023-08-28 07:02:31 UTC,0.0,0.0,0.0
0FCS6RRCS2FCH2X7GS89QPHJD3,16.562799,2604535,2023-08-28 07:03:31 UTC,0.0,0.0,0.0
0FCS6SAP3XZ5KRCNXGZSD6SQZS,16.604700,2604535,2023-08-28 07:04:31 UTC,0.0,0.0,0.0
0FCS6SX0NBMR53V7QTMEC48BXB,16.578100,2604535,2023-08-28 07:05:31 UTC,0.0,0.0,0.0
0FCS6TFA1ZBW33HE511R6TM2X9,16.597900,2604535,2023-08-28 07:06:31 UTC,0.0,0.0,0.0
0FCS6V1MANHS3S3ZBMB8TWEF6W,16.559099,2604535,2023-08-28 07:07:31 UTC,0.0,0.0,0.0
0FCS6VKXTTXAPQQAHFHB9YDPN3,16.614500,2604535,2023-08-28 07:08:31 UTC,0.0,0.0,0.0
0FCS6W67WM84786AH3CNJFCN64,16.556601,2604535,2023-08-28 07:09:31 UTC,0.0,0.0,0.0
0FCS6WRHDZ9JFA7YWPF7AWVJSZ,16.578699,2604535,2023-08-28 07:10:31 UTC,0.0,0.0,0.0
0FCS6XAVP4GXDN2NBPD0TD5RZG,16.597401,2604535,2023-08-28 07:11:31 UTC,0.0,0.0,0.0
0FCS6XX5911VW1SYDK9E33KEA4,16.563801,2604535,2023-08-28 07:12:31 UTC,0.0,0.0,0.0
0FCS6YFFCAH2PRC628Y3C4QXF5,16.528099,2604535,2023-08-28 07:13:31 UTC,0.0,0.0,0.0
0FCS6Z1SA3KAJZNYKYBAT9HDA1,16.550301,2604535,2023-08-28 07:14:31 UTC,0.0,0.0,0.0
0FCS6ZM6RPRSEZ1W95ZPR83EWW,16.539600,2604535,2023-08-28 07:15:31 UTC,0.0,0.0,0.0
0FCS706G48AZKGCT2Y0KN93D8K,16.564800,2604535,2023-08-28 07:16:31 UTC,0.0,0.0,0.0
0FCS70RTH2MJH6RKJTZX29J5X4,16.507999,2604535,2023-08-28 07:17:31 UTC,0.0,0.0,0.0
0FCS71B430VZKPAGMZP2FD1RPS,16.512100,2604535,2023-08-28 07:18:31 UTC,0.0,0.0,0.0
0FCS71XED1N6WBJVTB8S1D3Q7G,16.601400,2604535,2023-08-28 07:19:31 UTC,0.0,0.0,0.0
0FCS72FSS1V314MBA4KS2NEPED,16.648500,2604535,2023-08-28 07:20:31 UTC,0.0,0.0,0.0
0FCS7321Z3BFA7PVXSSTXE9F9J,16.607800,2604535,2023-08-28 07:21:31 UTC,0.0,0.0,0.0
0FCS73MBD4MACASSX5EX99HNHY,16.588200,2604535,2023-08-28 07:22:31 UTC,0.0,0.0,0.0
0FCS746NP2A6G5FK8MYK26WHZ8,16.561600,2604535,2023-08-28 07:23:31 UTC,0.0,0.0,0.0
0FCS74RZ44CBAZQ7TNAMDV7AZJ,16.576900,2604535,2023-08-28 07:24:31 UTC,0.0,0.0,0.0
0FCS75B9RMYAGK16PF2YAYX8SS,16.597900,2604535,2023-08-28 07:25:31 UTC,0.0,0.0,0.0
0FCS75XK6NGXYA7PAQ1MNXCWD3,16.612801,2604535,2023-08-28 07:26:31 UTC,0.0,0.0,0.0
0FCS76FX96NWC9BZGHYDCSBP6N,16.619200,2604535,2023-08-28 07:27:31 UTC,0.0,0.0,0.0
0FCS7726VM00R9HN39M284VXF9,16.614901,2604535,2023-08-28 07:28:31 UTC,0.0,0.0,0.0
0FCS77MH2G3WXP0WHFNNJP7ZWH,16.628000,2604535,2023-08-28 07:29:31 UTC,0.0,0.0,0.0
0FCS786TMPT30D0NMZ2V4S2F1P,16.567499,2604535,2023-08-28 07:30:31 UTC,0.0,0.0,0.0
0FCS78S50604F4MYSKMT1WAJ79,16.542999,2604535,2023-08-28 07:31:31 UTC,0.0,0.0,0.0
0FCS79BEE7DMBVN1DXCTAXRARC,16.627199,2604535,2023-08-28 07:32:31 UTC,0.0,0.0,0.0
0FCS79XRPYW2M7JN6XA47MYJH6,16.595699,2604535,2023-08-28 07:33:31 UTC,0.0,0.0,0.0
0FCS7AG22HBJZVJWMCF180D5KS,16.572001,2604535,2023-08-28 07:34:31 UTC,0.0,0.0,0.0
0FCS7B2CJ74MF2AEWEVAQ0JTPR,16.645300,2604535,2023-08-28 07:35:31 UTC,0.0,0.0,0.0
0FCS7BMNXP802T9B2XSFE13S6T,16.596201,2604535,2023-08-28 07:36:31 UTC,0.0,0.0,0.0
0FCS7C707D6DQXJV0ZZVPENHTX,16.669800,2604535,2023-08-28 07:37:31 UTC,0.0,0.0,0.0
0FCS7CS9QGYWNCTQABJ4YE5T3S,16.602800,2604535,2023-08-28 07:38:31 UTC,0.0,0.0,0.0
0FCS7DBM6KTJ9G5BV1XM0WBTCQ,16.624800,2604535,2023-08-28 07:39:31 UTC,0.0,0.0,0.0
0FCS7DXXDP1P2ZT7QDNSXFRQ6R,16.662701,2604535,2023-08-28 07:40:31 UTC,0.0,0.0,0.0
0FCS7EG7TN9C43VWA66B09KFAN,16.635500,2604535,2023-08-28 07:41:31 UTC,0.0,0.0,0.0
0FCS7F2HAHYANKGSSR4EGREWN9,16.643900,2604535,2023-08-28 07:42:31 UTC,0.0,0.0,0.0
0FCS7FMVGNCY4CKVFD65CED64M,16.568300,2604535,2023-08-28 07:43:31 UTC,0.0,0.0,0.0
0FCS7G755FDHKXH6KSNTZ32E2V,16.613001,2604535,2023-08-28 07:44:31 UTC,0.0,0.0,0.0
0FCS7GSFBWY9R7DBBJ1KM6H2S5,16.563499,2604535,2023-08-28 07:45:31 UTC,0.0,0.0,0.0
0FCS7HBRYRD9BER0SCNHR0GPY3,16.561300,2604535,2023-08-28 07:46:31 UTC,0.0,0.0,0.0
0FCS7HY34A35RP5TF9X9R20K6H,16.572701,2604535,2023-08-28 07:47:31 UTC,0.0,0.0,0.0
0FCS7JGCP4510TGQ91V9TAFBCQ,16.585600,2604535,2023-08-28 07:48:31 UTC,0.0,0.0,0.0
0FCS7K2Q2DTGXDB8RZDFYV6A85,16.605000,2604535,2023-08-28 07:49:31 UTC,0.0,0.0,0.0
0FCS7KN0N8TKTBFP3ZHX3BEQNC,16.575899,2604535,2023-08-28 07:50:31 UTC,0.0,0.0,0.0
0FCS7M7B08ENFWT2440S79854V,16.572701,2604535,2023-08-28 07:51:31 UTC,0.0,0.0,0.0
0FCS7MSM0070G0CZVTCX5MF8WP,16.582701,2604535,2023-08-28 07:52:31 UTC,0.0,0.0,0.0
0FCS7NBY9CYEG8Y51EC4Q706SH,16.629801,2604535,2023-08-28 07:53:31 UTC,0.0,0.0,0.0
0FCS7NY838ESTHPB303DNW9Y41,16.584900,2604535,2023-08-28 07:54:31 UTC,0.0,0.0,0.0
0FCS7PGJ65WHRY2VN02D53KK77,16.613300,2604535,2023-08-28 07:55:31 UTC,0.0,0.0,0.0
0FCS7Q2VRHEAJV0HKNW7P2SESR,16.646400,2604535,2023-08-28 07:56:31 UTC,0.0,0.0,0.0
0FCS7QN65C3139QRTNFJYY3TND,16.662800,2604535,2023-08-28 07:57:31 UTC,0.0,0.0,0.0
0FCS7R7FJ0837N68W8WJ3H3E2E,16.626600,2604535,2023-08-28 07:58:31 UTC,0.0,0.0,0.0
0FCS7RSSR4F9BVA43M1H16MG3R,16.607201,2604535,2023-08-28 07:59:31 UTC,0.0,0.0,0.0
0FCS7SC36XFT3FRWTE2ND7TRF9,16.652599,2604535,2023-08-28 08:00:31 UTC,0.0,0.0,0.0
0FCS7SYDPVN8B9Y074CCX9S4PG,16.707899,2604535,2023-08-28 08:01:31 UTC,0.0,0.0,0.0
0FCS7TGQ1SY908J1C0BXGNWDR2,16.646700,2604535,2023-08-28 08:02:31 UTC,0.0,0.0,0.0
0FCS7V31AXYM6VC1PP9ET0MY7Q,16.674200,2604535,2023-08-28 08:03:31 UTC,0.0,0.0,0.0
0FCS7VNAV5GKS45JBAKR54G40C,16.650101,2604535,2023-08-28 08:04:31 UTC,0.0,0.0,0.0
0FCS7W7N11YGAFF0SMW3RVSQ9F,16.655500,2604535,2023-08-28 08:05:31 UTC,0.0,0.0,0.0
0FCS7WSYFA8RKMRDR2M9HT4218,16.688801,2604535,2023-08-28 08:06:31 UTC,0.0,0.0,0.0
0FCS7XC8QF0R3QWJCR36192RJ9,16.666901,2604535,2023-08-28 08:07:31 UTC,0.0,0.0,0.0
0FCS7XYJ44V4S4DRR4DVRPREES,16.742100,2604535,2023-08-28 08:08:31 UTC,0.0,0.0,0.0
0FCS7YGWM3EC78HT8H3SXADHZQ,16.734400,2604535,2023-08-28 08:09:31 UTC,0.0,0.0,0.0
0FCS7Z35VP4DDZ710WMP36JSGK,16.741400,2604535,2023-08-28 08:10:31 UTC,0.0,0.0,0.0
0FCS7ZNGES5DTEPW5XDXTHZQ1V,16.715700,2604535,2023-08-28 08:11:31 UTC,0.0,0.0,0.0
0FCS807SXFMTP3XV1JQT48YMWB,16.690800,2604535,2023-08-28 08:12:31 UTC,0.0,0.0,0.0
0FCS80T45J3PGXKA5X7EAR2139,16.652300,2604535,2023-08-28 08:13:31 UTC,0.0,0.0,0.0
0FCS81CDN9SXDX9FTF74CXGYZ1,16.705799,2604535,2023-08-28 08:14:31 UTC,0.0,0.0,0.0
0FCS81YQXMTEJST53EAN2KB2WH,16.638300,2604535,2023-08-28 08:15:31 UTC,0.0,0.0,0.0
0FCS82H1BEX39E3P4ERY9Y4Q1T,16.660200,2604535,2023-08-28 08:16:31 UTC,0.0,0.0,0.0
0FCS833BTH4XKTYB32CDAW8QQG,16.636299,2604535,2023-08-28 08:17:31 UTC,0.0,0.0,0.0
0FCS83NN1JZA9PKS5JV6NHKXGD,16.630699,2604535,2023-08-28 08:18:31 UTC,0.0,0.0,0.0
0FCS847ZAQH018GA3S8YBSS2JZ,16.568600,2604535,2023-08-28 08:19:31 UTC,0.0,0.0,0.0
0FCS84T8TCZK11A441KWPT0NRF,16.586800,2604535,2023-08-28 08:20:31 UTC,0.0,0.0,0.0
0FCS85CK6GN9AR1D5DV2D2GQWP,16.566401,2604535,2023-08-28 08:21:31 UTC,0.0,0.0,0.0
0FCS85YWP2YTB4H07WEATZA6CH,16.631599,2604535,2023-08-28 08:22:31 UTC,0.0,0.0,0.0
0FCS86H6Y1H5MQCHGYTFB167QG,16.565201,2604535,2023-08-28 08:23:31 UTC,0.0,0.0,0.0
0FCS873GDV3R6638G3YJK4N23J,16.597900,2604535,2023-08-28 08:24:31 UTC,0.0,0.0,0.0
0FCS87NTM60B8MTPF6EY176Q0R,16.582600,2604535,2023-08-28 08:25:31 UTC,0.0,0.0,0.0
0FCS88842PG96YWW6XQXBKN698,16.581600,2604535,2023-08-28 08:26:31 UTC,0.0,0.0,0.0
0FCS88TED9MCB3Z0QGCPA9V86A,16.599400,2604535,2023-08-28 08:27:31 UTC,0.0,0.0,0.0
0FCS89CQS17K4C9KATGESDQN0N,16.630501,2604535,2023-08-28 08:28:31 UTC,0.0,0.0,0.0
0FCS89Z295Y606SSBDC1P9Y714,16.606800,2604535,2023-08-28 08:29:31 UTC,0.0,0.0,0.0
0FCS8AHBK8CHK0DNRRYH09QN7E,16.644400,2604535,2023-08-28 08:30:31 UTC,0.0,0.0,0.0
0FCS8B3NVQRC21T6A90JKJZV16,16.641701,2604535,2023-08-28 08:31:31 UTC,0.0,0.0,0.0
0FCS8BNZFW1707Q03RMW1NE7MS,16.659201,2604535,2023-08-28 08:32:31 UTC,0.0,0.0,0.0
0FCS8C89Q3KYWD020HEK4HBAKW,16.669701,2604535,2023-08-28 08:33:31 UTC,0.0,0.0,0.0
0FCS8CTK5NAP91QTWVHBKXQ59B,16.660000,2604535,2023-08-28 08:34:31 UTC,0.0,0.0,0.0
0FCS8DCXCGMXHAH6PEPTSTS0HJ,16.705500,2604535,2023-08-28 08:35:31 UTC,0.0,0.0,0.0
0FCS8DZ6WJJ64HXN9JBG7B2XG9,16.636200,2604535,2023-08-28 08:36:31 UTC,0.0,0.0,0.0
0FCS8EHH71HVMMMZR5VBH9FJCQ,16.668501,2604535,2023-08-28 08:37:31 UTC,0.0,0.0,0.0
0FCS8F3TSS08YYZ4HZ274CB8HE,16.661100,2604535,2023-08-28 08:38:31 UTC,0.0,0.0,0.0
0FCS8FP4WF9CF2FDH0SFFAD2ST,16.662500,2604535,2023-08-28 08:39:31 UTC,0.0,0.0,0.0
0FCS8G8ECND5J7ZAJ5GCYVSREF,16.687901,2604535,2023-08-28 08:40:31 UTC,0.0,0.0,0.0
0FCS8GTRNERWMG87V21MD06SZR,16.699100,2604535,2023-08-28 08:41:31 UTC,0.0,0.0,0.0
0FCS8HD28JG8EM7AYW8KKQEHWN,16.704300,2604535,2023-08-28 08:42:31 UTC,0.0,0.0,0.0
0FCS8HZCC3ARJJGSVSF0KGXXFP,16.746099,2604535,2023-08-28 08:43:31 UTC,0.0,0.0,0.0
0FCS8JHP02Q9P7KP3AKMF5XJK6,16.666401,2604535,2023-08-28 08:44:31 UTC,0.0,0.0,0.0
0FCS8K40BZMW998SK8D3FHCMS2,16.602200,2604535,2023-08-28 08:45:31 UTC,0.0,0.0,0.0
0FCS8KP9SC7JZMBQTZ6JQQHH2P,16.633801,2604535,2023-08-28 08:46:31 UTC,0.0,0.0,0.0
0FCS8M8M3Q1J6GPA8Z6AQGQ33M,16.623199,2604535,2023-08-28 08:47:31 UTC,0.0,0.0,0.0
0FCS8MTXFJHR5JB20933BFH8BW,16.650299,2604535,2023-08-28 08:48:31 UTC,0.0,0.0,0.0
0FCS8ND7M2Y4Z786HJM43W9M9N,16.658501,2604535,2023-08-28 08:49:31 UTC,0.0,0.0,0.0
0FCS8NZH9N74SGZZXQZ9A018P4,16.622601,2604535,2023-08-28 08:50:31 UTC,0.0,0.0,0.0
0FCS8PHVJ4T16YHC3XAGT9ZJ4Z,16.635500,2604535,2023-08-28 08:51:31 UTC,0.0,0.0,0.0
0FCS8Q450RQQFY6M9QNJSF5AH7,16.682899,2604535,2023-08-28 08:52:31 UTC,0.0,0.0,0.0
0FCS8QPFCD42AFF1P7VTA893KR,16.628700,2604535,2023-08-28 08:53:31 UTC,0.0,0.0,0.0
0FCS8R8RV713ZVQAQV4FQCWC5S,16.588900,2604535,2023-08-28 08:54:31 UTC,0.0,0.0,0.0
0FCS8RV3EQB9P4VEDYCXFQQ2V9,16.612200,2604535,2023-08-28 08:55:31 UTC,0.0,0.0,0.0
0FCS8SDCGJS4V9V4WYCT823FAZ,16.615801,2604535,2023-08-28 08:56:31 UTC,0.0,0.0,0.0
0FCS8SZPY4ZMSBVH5AMJHMA2VJ,16.596701,2604535,2023-08-28 08:57:31 UTC,0.0,0.0,0.0
0FCS8TJ0KXWS1TM2FYDXJJKA6X,16.535400,2604535,2023-08-28 08:58:31 UTC,0.0,0.0,0.0
0FCS8V4AGQ9ZMKG7FTM4AEBKY8,16.650900,2604535,2023-08-28 08:59:31 UTC,0.0,0.0,0.0
0FCS8VPM48M70C746KST1N50YZ,16.636700,2604535,2023-08-28 09:00:31 UTC,0.0,0.0,0.0
0FCS8W8Y9JRYC553JEDY145PFZ,16.638800,2604535,2023-08-28 09:01:31 UTC,0.0,0.0,0.0
0FCS8WV7XS55GDYQDVWZP1C5QJ,16.619900,2604535,2023-08-28 09:02:31 UTC,0.0,0.0,0.0
0FCS8XDJCFQHV4VE8M249TV21S,16.600201,2604535,2023-08-28 09:03:31 UTC,0.0,0.0,0.0
0FCS8XZVN4S7D83BJ2314V47QK,16.656799,2604535,2023-08-28 09:04:31 UTC,0.0,0.0,0.0
0FCS8YJ617VS3VX1NSKK4ZRXGJ,16.598200,2604535,2023-08-28 09:05:31 UTC,0.0,0.0,0.0
0FCS8Z4FF7F5AD07CJPBZCM90Z,16.657000,2604535,2023-08-28 09:06:31 UTC,0.0,0.0,0.0
0FCS8ZPSTWN00DGYNGFBEWQZV2,16.595900,2604535,2023-08-28 09:07:31 UTC,0.0,0.0,0.0
0FCS90935DRJJHMVJTDXSN31PY,16.618401,2604535,2023-08-28 09:08:31 UTC,0.0,0.0,0.0
0FCS90VDC9TPEV1WQ3AD8KKGYJ,16.632500,2604535,2023-08-28 09:09:31 UTC,0.0,0.0,0.0
0FCS91DPREYSHEJTVP8VEBRNVE,16.588699,2604535,2023-08-28 09:10:31 UTC,0.0,0.0,0.0
0FCS9201C1J4JZZQK2APDHHTMW,16.643400,2604535,2023-08-28 09:11:31 UTC,0.0,0.0,0.0
0FCS92JARB1QRVW5JPC2PCT8X9,16.611799,2604535,2023-08-28 09:12:31 UTC,0.0,0.0,0.0
0FCS934MW7H3SWS43PXGBFT7TK,16.634701,2604535,2023-08-28 09:13:31 UTC,0.0,0.0,0.0
0FCS93PY9WMG45MSG7HHBFM5JD,16.636700,2604535,2023-08-28 09:14:31 UTC,0.0,0.0,0.0
0FCS9498PQ8ZJH3CJWB8GQBYG9,16.657700,2604535,2023-08-28 09:15:31 UTC,0.0,0.0,0.0
0FCS94VJ6K698G51NYVQFXX2KX,16.647900,2604535,2023-08-28 09:16:31 UTC,0.0,0.0,0.0
0FCS95DWMR383MF2SXKPXR3F88,16.606600,2604535,2023-08-28 09:17:31 UTC,0.0,0.0,0.0
0FCS960607K78EP45KSA4E1ZCZ,16.663401,2604535,2023-08-28 09:18:31 UTC,0.0,0.0,0.0
0FCS96JGHCKHKB2278Z84TZFK3,16.623699,2604535,2023-08-28 09:19:31 UTC,0.0,0.0,0.0
0FCS974SPP6PH1SP6V76ND5WJB,16.686501,2604535,2023-08-28 09:20:30 UTC,0.0,0.0,0.0
0FCS97Q41Y8Y6VXDT6TYD9RZ44,16.677799,2604535,2023-08-28 09:21:31 UTC,0.0,0.0,0.0
0FCS989DS7ZPFDSWBP6V6CB652,16.667601,2604535,2023-08-28 09:22:31 UTC,0.0,0.0,0.0
0FCS98VQYGZRVDYZ9DGXW5HKEX,16.723400,2604535,2023-08-28 09:23:31 UTC,0.0,0.0,0.0
0FCS99E1EBE6TH228K9SVF6BYA,16.673000,2604535,2023-08-28 09:24:30 UTC,0.0,0.0,0.0
0FCS9A0BJBV5ZKS2A27PYG283B,16.720400,2604535,2023-08-28 09:25:31 UTC,0.0,0.0,0.0
0FCS9AJN4NJHFQA5SSY1KX88ZT,16.704599,2604535,2023-08-28 09:26:30 UTC,0.0,0.0,0.0
0FCS9B4ZB0B8YC5E3GP68VPG5C,16.613400,2604535,2023-08-28 09:27:31 UTC,0.0,0.0,0.0
0FCS9BQ8ST5XECRZMY1RV827JT,16.585699,2604535,2023-08-28 09:28:30 UTC,0.0,0.0,0.0
0FCS9C9K5NKFHBMWKP8ZS2Q007,16.704599,2604535,2023-08-28 09:29:31 UTC,0.0,0.0,0.0
0FCS9CVWPM7ENQQPDXK499N7A9,16.634300,2604535,2023-08-28 09:30:30 UTC,0.0,0.0,0.0
0FCS9DE71T669XDM33433XSTW5,16.638599,2604535,2023-08-28 09:31:31 UTC,0.0,0.0,0.0
0FCS9E0GH0CGXP5PKA8G4VRT31,16.667500,2604535,2023-08-28 09:32:30 UTC,0.0,0.0,0.0
0FCS9EJTT9E3RFZ68M12AKENW2,16.645599,2604535,2023-08-28 09:33:30 UTC,0.0,0.0,0.0
0FCS9F54C4AHHANWTRW2WK602V,16.570101,2604535,2023-08-28 09:34:30 UTC,0.0,0.0,0.0
0FCS9FQEHH2A3Q4T623X46T37K,16.628901,2604535,2023-08-28 09:35:30 UTC,0.0,0.0,0.0
0FCS9G9R1P6ZYR2R78QDJXWZ50,16.559799,2604535,2023-08-28 09:36:30 UTC,0.0,0.0,0.0
0FCS9GW2H4TW0DK3VBKZEDEMJ3,16.592199,2604535,2023-08-28 09:37:30 UTC,0.0,0.0,0.0
0FCS9HEBZM8AMMAWGKAZCVGT3S,16.589300,2604535,2023-08-28 09:38:30 UTC,0.0,0.0,0.0
0FCS9J0NY08H5C2NCAF0G13K4M,16.542299,2604535,2023-08-28 09:39:30 UTC,0.0,0.0,0.0
0FCS9JJZGT3CA5GXV6HZR8N5FZ,16.577400,2604535,2023-08-28 09:40:30 UTC,0.0,0.0,0.0
0FCS9K59VJAXND179D77KCTF17,16.545099,2604535,2023-08-28 09:41:30 UTC,0.0,0.0,0.0
0FCS9KQKEWCVBQ44M4SBZ06JZX,16.589300,2604535,2023-08-28 09:42:30 UTC,0.0,0.0,0.0
0FCS9M9XKXFGV8WA3MJVPH93QX,16.627399,2604535,2023-08-28 09:43:30 UTC,0.0,0.0,0.0
0FCS9MW75DHM6NP9JH3GRX6XHE,16.627199,2604535,2023-08-28 09:44:30 UTC,0.0,0.0,0.0
0FCS9NEHD0CQRTR6XK6GGYGW30,16.645599,2604535,2023-08-28 09:45:30 UTC,0.0,0.0,0.0
0FCS9P0V1GVM7G1N8GB4Q21TRS,16.587799,2604535,2023-08-28 09:46:30 UTC,0.0,0.0,0.0
0FCS9PK5AYVXK1C4F32FCK9TRN,16.617901,2604535,2023-08-28 09:47:30 UTC,0.0,0.0,0.0
0FCS9Q5F4ADSFMEKJWPNJS9M6C,16.599100,2604535,2023-08-28 09:48:30 UTC,0.0,0.0,0.0
0FCS9QQS221XMXX1X14BKMA00M,16.595200,2604535,2023-08-28 09:49:30 UTC,0.0,0.0,0.0
0FCS9RA2NX489NJQ37JPZMNFW8,16.625999,2604535,2023-08-28 09:50:30 UTC,0.0,0.0,0.0
0FCS9RWCYBB34GFNH16778V7FG,16.667700,2604535,2023-08-28 09:51:30 UTC,0.0,0.0,0.0
0FCS9SEPD94B75XSEXVV8C23B7,16.626301,2604535,2023-08-28 09:52:30 UTC,0.0,0.0,0.0
0FCS9T10PQJMBVJ15BGRWTMAVW,16.645500,2604535,2023-08-28 09:53:30 UTC,0.0,0.0,0.0
0FCS9TKA5CPG5QZKDJY65Z32KC,16.664400,2604535,2023-08-28 09:54:30 UTC,0.0,0.0,0.0
0FCS9V5MBBAESGVX5P2K5DRFKQ,16.674601,2604535,2023-08-28 09:55:30 UTC,0.0,0.0,0.0
0FCS9VQXRREW2ZE6TWMTQ3XEXM,16.631701,2604535,2023-08-28 09:56:30 UTC,0.0,0.0,0.0
0FCS9WA8E0XT7FQYECBW056WGB,16.646400,2604535,2023-08-28 09:57:30 UTC,0.0,0.0,0.0
0FCS9WWHSW11WKAQ6NNXKXA8AZ,16.687500,2604535,2023-08-28 09:58:30 UTC,0.0,0.0,0.0
0FCS9XEW15673ZS54NRC7X5J07,16.682699,2604535,2023-08-28 09:59:30 UTC,0.0,0.0,0.0
0FCS9Y15DW83G7T41A4J1C1S8V,16.713800,2604535,2023-08-28 10:00:30 UTC,0.0,0.0,0.0
0FCS9YKFWWQ9X4658FC6WJJZ3Z,16.699400,2604535,2023-08-28 10:01:30 UTC,0.0,0.0,0.0
0FCS9Z5S1RZ9H2V8S2QE6BEQAM,16.728100,2604535,2023-08-28 10:02:30 UTC,0.0,0.0,0.0
0FCS9ZR3D89P4ZKMQWXH89SATJ,16.737400,2604535,2023-08-28 10:03:30 UTC,0.0,0.0,0.0
0FCSA0AD1CV7T5WPKM60Z18TJ4,16.734400,2604535,2023-08-28 10:04:30 UTC,0.0,0.0,0.0
0FCSA0WQBWH9Q19GR5GXE6J9TJ,16.754299,2604535,2023-08-28 10:05:30 UTC,0.0,0.0,0.0
0FCSA1F0PFH0TJVY1S9EEE6MB7,16.700001,2604535,2023-08-28 10:06:30 UTC,0.0,0.0,0.0
0FCSA21B695HEPYBSCYF1SQS37,16.759399,2604535,2023-08-28 10:07:30 UTC,0.0,0.0,0.0
